10
77;88;20;.;8;7;33;.;50;80;36;38;52;89;87;.;81;30;.;.;65;.;95;90;5;26;.;.;53;99;24;96;34;.;28;.;12;.;.;.;97;32;45;83;98;.;42;.;2;.;3;100;58;16;84;.;.;41;.;60;6;11;23;.;27;79;.;55;91;48;9;.;.;.;51;.;22;.;92;15;93;39;44;.;14;59;.;19;25;.;74;.;64;54;.;76;62;35;71;18
25;71;62;.;11;19;90;47;.;5;34;45;50;46;.;58;33;84;.;99;28;63;59;21;8;89;20;12;81;.;88;66;61;.;39;26;.;27;94;74;67;4;22;87;55;6;53;78;3;.;16;60;70;.;100;51;.;.;.;92;29;18;79;76;48;.;.;24;69;65;1;.;31;32;.;91;44;41;.;52;56;.;77;82;.;.;49;10;9;15;30;85;57;.;.;.;7;.;64;96
.;.;.;.;41;21;35;61;22;.;.;.;48;.;14;.;.;.;51;.;70;27;30;24;45;29;91;94;.;57;50;93;28;25;80;4;.;77;.;63;.;99;98;.;38;13;86;75;79;23;.;96;72;.;.;17;76;47;.;69;.;9;37;58;88;.;43;54;.;33;.;95;.;2;83;.;87;.;74;55;26;19;64;.;5;34;62;85;31;100;.;46;53;71;68;16;11;.;89;39
.;95;12;82;72;4;14;1;6;100;18;27;2;.;.;38;89;31;77;39;41;79;50;44;.;37;99;22;68;98;87;30;64;32;.;16;8;36;.;58;28;29;92;.;.;34;90;54;91;.;62;.;10;11;94;26;75;20;86;.;5;.;81;53;52;60;.;56;21;40;61;57;59;.;35;9;85;73;.;3;65;24;78;70;96;97;43;25;13;67;93;.;.;23;.;19;.;69;33;84
24;87;.;64;.;88;68;.;42;10;.;49;.;.;85;71;21;.;.;.;.;19;97;77;16;.;.;.;.;.;14;15;53;46;69;.;52;7;59;51;93;.;12;18;25;.;70;.;.;9;95;55;.;.;.;38;36;.;37;.;23;74;.;.;31;4;86;.;57;.;.;.;.;67;.;39;100;.;27;58;.;98;.;17;94;41;91;.;6;.;54;75;61;50;26;1;79;63;65;66
.;8;86;.;.;69;29;.;.;.;63;32;15;100;.;.;43;6;17;16;51;65;.;67;78;.;.;9;14;54;56;40;79;.;.;21;37;18;.;24;58;96;.;35;1;.;82;2;.;72;.;39;81;44;.;48;.;87;61;19;.;55;71;25;90;66;10;34;.;68;.;75;.;94;.;13;76;46;.;.;47;.;95;89;.;.;42;30;.;.;27;22;97;80;91;41;83;28;.;59
.;28;56;.;.;.;.;30;34;67;70;12;95;68;75;76;79;.;24;.;5;10;23;4;100;25;69;58;74;61;.;71;48;90;.;78;.;3;98;57;.;26;52;33;39;46;97;.;36;.;8;1;.;49;54;65;88;89;21;9;41;94;.;85;11;.;.;62;13;96;29;.;72;84;77;.;37;64;50;.;81;87;.;.;22;14;.;99;35;73;47;92;.;42;2;.;18;.;.;82
.;.;54;.;74;.;2;80;18;.;44;53;.;.;.;94;8;52;7;37;.;35;.;75;93;38;.;.;.;.;83;41;29;100;19;.;33;43;.;95;.;.;.;68;61;.;.;42;.;32;98;27;.;5;13;31;91;77;.;85;97;.;84;46;.;6;17;3;26;70;.;82;66;.;.;23;28;.;.;48;20;.;12;16;57;69;11;55;51;.;49;.;25;14;21;34;.;56;58;62
81;75;70;65;89;9;.;31;94;33;.;19;.;.;26;80;28;29;64;.;39;85;.;18;83;56;.;52;17;.;91;99;.;.;67;2;97;.;55;.;48;.;74;.;16;95;8;.;69;10;.;58;78;66;.;59;40;84;.;35;72;12;.;.;100;14;82;22;.;49;.;71;.;62;.;54;.;7;53;45;.;92;.;32;27;60;44;76;1;61;13;.;88;.;.;.;.;3;5;77
91;49;76;15;.;20;.;.;13;58;25;.;54;73;41;92;.;69;.;97;.;84;26;43;90;.;31;33;86;88;11;.;.;.;34;38;96;65;.;82;.;37;56;19;.;17;24;94;85;.;.;74;2;.;46;23;18;64;.;14;1;45;36;.;39;77;32;61;89;50;47;8;22;6;99;16;68;98;60;.;.;.;75;.;72;93;63;28;66;71;87;78;.;.;52;95;67;70;35;12
96;.;43;39;.;79;37;.;66;.;61;36;56;62;55;5;20;.;22;93;.;34;6;.;47;1;49;42;80;.;35;.;.;70;12;.;.;89;72;75;.;.;14;63;44;.;.;77;27;59;53;41;32;.;.;.;.;28;.;24;67;.;.;16;51;.;15;.;.;87;33;86;21;18;81;.;19;69;.;65;40;68;7;.;50;90;.;.;46;.;94;73;74;99;60;.;.;10;8;.
.;.;17;88;100;29;89;.;77;97;59;.;35;48;10;49;.;.;6;19;.;44;79;39;1;66;.;36;95;.;9;18;31;84;82;32;22;78;64;.;85;.;43;55;30;.;71;.;.;.;.;12;33;4;.;.;70;38;99;.;16;24;.;91;.;47;5;.;67;.;76;94;.;46;93;72;.;3;28;7;25;.;87;65;58;68;69;63;86;.;41;13;23;37;51;73;60;.;.;14
41;70;45;47;.;84;.;24;92;.;.;.;25;.;18;.;83;.;14;.;88;2;.;.;71;.;64;27;.;75;.;16;30;49;.;.;86;63;97;.;.;80;48;20;62;99;36;.;.;11;76;.;44;.;89;32;.;.;100;3;59;56;61;.;7;23;69;58;42;.;.;74;4;40;31;.;67;9;.;33;8;77;.;26;60;.;13;34;.;51;10;17;82;1;.;15;91;.;90;81
56;.;49;42;87;15;.;38;.;61;1;23;.;20;13;.;85;.;.;.;.;53;14;47;37;9;93;.;34;.;74;.;.;.;.;77;65;68;10;59;.;82;33;60;28;41;44;.;75;54;86;22;19;51;62;11;.;55;80;7;18;25;31;98;29;.;.;89;48;.;69;99;.;45;96;90;43;26;30;.;64;.;.;97;66;3;73;.;.;91;.;.;58;8;5;70;36;76;.;35
50;53;.;57;66;22;10;39;54;82;4;9;.;42;.;56;.;.;.;.;.;76;.;.;60;30;70;99;.;.;44;.;52;.;27;61;.;71;.;67;88;93;49;3;37;.;78;.;.;97;.;35;43;74;.;.;.;21;81;94;.;26;17;12;.;19;.;.;.;85;84;38;80;.;73;65;48;32;.;25;79;90;18;100;95;.;31;46;.;96;34;98;.;45;.;.;24;6;28;.
93;58;.;.;91;.;19;76;46;18;.;15;.;.;.;82;2;75;99;70;25;62;28;.;84;52;35;.;.;80;29;54;11;92;.;.;6;12;48;.;27;73;.;16;8;64;79;81;74;.;.;.;.;9;14;24;.;69;.;95;10;38;39;90;33;20;57;4;50;.;66;53;.;.;.;37;56;60;44;.;.;32;.;78;.;55;1;41;85;5;42;94;47;26;77;65;.;49;.;22
.;52;.;90;78;96;.;.;65;.;.;22;64;.;.;53;38;24;98;.;97;.;29;.;.;86;26;43;16;91;20;47;76;.;55;88;5;.;83;.;.;42;.;.;13;56;.;4;50;25;87;77;67;61;.;.;27;66;60;1;14;68;.;49;93;99;.;6;46;.;18;23;.;89;.;34;51;39;81;70;75;.;17;.;.;.;30;.;36;.;62;.;84;.;92;3;.;.;.;44
62;59;94;.;.;.;.;3;27;81;21;66;28;.;30;84;87;.;.;65;.;56;.;73;67;61;90;74;10;58;7;1;99;.;.;60;42;69;85;.;6;.;39;98;57;45;35;23;31;18;92;8;16;46;.;.;71;91;78;.;40;13;9;.;.;96;22;75;.;86;49;.;82;.;36;83;95;.;12;24;89;.;.;.;43;.;14;.;70;.;4;33;20;.;55;.;88;11;100;97
.;.;55;44;2;.;67;99;.;30;.;.;32;91;57;45;.;81;.;62;22;92;15;.;20;59;96;24;.;77;4;.;36;.;73;.;.;46;.;14;10;.;.;58;65;29;.;76;87;.;6;.;97;53;.;.;.;23;5;40;94;80;34;.;37;43;.;63;11;60;64;78;50;.;98;21;41;1;.;13;82;38;.;27;61;35;84;16;12;.;48;31;54;56;.;.;.;74;19;9
16;60;13;35;64;.;.;33;69;1;76;.;17;.;58;100;.;61;.;46;.;.;7;68;.;.;78;54;.;32;96;56;57;26;37;98;45;90;40;91;.;24;.;34;51;.;.;70;84;94;.;65;49;28;41;.;25;93;.;.;55;73;53;.;2;.;77;66;.;74;.;87;.;.;.;86;.;.;19;14;15;21;80;99;92;42;.;47;20;.;43;52;18;38;79;.;.;.;29;.
26;4;.;14;5;73;75;36;98;86;40;60;.;.;47;78;.;44;.;68;.;.;46;8;.;.;.;.;6;12;81;34;43;23;94;28;.;13;41;25;1;21;77;96;72;.;91;15;.;2;50;54;42;90;.;10;.;18;.;84;.;70;82;32;65;.;.;83;95;.;16;.;88;.;20;61;11;.;35;17;.;62;.;48;.;.;.;56;22;.;.;39;59;93;67;.;.;85;.;53
.;12;28;31;4;.;.;83;62;25;.;.;36;11;90;87;13;60;.;3;.;23;.;.;.;81;95;50;56;64;33;.;.;72;52;.;.;80;54;19;94;92;63;89;18;65;.;86;44;57;35;70;.;10;24;93;48;75;46;22;96;53;.;74;16;84;37;69;40;.;.;39;1;.;91;82;30;6;61;2;77;97;.;45;.;66;67;100;88;.;.;34;.;.;.;29;71;32;.;.
94;18;21;.;88;54;82;81;79;.;.;91;96;75;.;65;45;100;70;33;10;69;.;1;.;60;43;61;67;39;85;.;58;41;11;57;15;99;73;6;.;9;24;64;27;71;4;98;34;26;80;20;52;38;92;.;97;.;59;.;.;66;.;31;13;62;.;42;28;8;37;.;.;50;87;95;72;74;29;86;.;17;19;.;.;.;.;49;.;90;14;53;76;16;.;.;84;46;.;5
64;.;.;.;65;.;100;98;41;45;23;31;89;25;.;10;30;14;57;53;80;54;.;97;3;.;51;.;58;66;69;.;88;.;40;18;70;5;46;86;17;20;93;15;95;.;50;.;67;73;71;.;.;78;11;.;83;37;.;34;32;21;.;75;63;29;85;76;22;.;.;42;77;.;92;.;55;96;36;.;28;56;.;60;.;.;59;68;74;13;.;8;.;.;33;7;48;39;49;52
89;40;.;69;.;90;.;.;37;56;.;82;.;29;.;67;59;42;.;64;.;5;27;12;.;.;30;.;.;92;38;78;44;28;77;23;.;1;.;79;14;11;10;47;85;53;76;8;80;.;91;2;.;.;15;18;61;17;.;25;3;.;.;55;49;.;87;48;98;52;100;32;13;.;4;94;.;22;.;35;.;34;73;.;86;39;83;50;54;.;45;.;.;20;19;88;.;60;51;93
60;14;46;29;.;80;55;22;39;24;35;72;97;44;5;50;49;.;.;85;26;91;.;25;.;53;100;57;62;86;36;95;96;7;.;89;.;94;.;42;70;38;79;61;2;28;23;99;90;.;21;.;3;33;74;47;65;88;27;45;51;.;1;64;34;.;.;19;12;92;78;54;11;15;84;69;.;.;76;.;6;40;.;87;.;9;.;8;16;32;82;77;67;81;31;.;4;17;68;10
63;23;2;20;33;51;.;10;52;.;27;79;8;78;46;24;55;.;84;34;.;29;88;37;68;.;45;31;85;90;.;32;22;53;61;59;.;91;26;92;62;3;100;36;6;43;.;.;.;.;67;.;.;.;66;.;13;.;16;28;39;15;77;.;30;.;72;97;5;17;80;25;7;21;.;93;49;.;40;73;.;99;14;.;.;64;82;.;47;94;.;9;.;98;50;.;42;54;57;1
.;.;.;84;15;87;.;73;57;53;16;1;61;83;69;48;32;20;26;41;77;98;82;35;.;28;42;13;22;19;.;64;14;43;76;71;.;81;47;62;51;59;60;.;.;49;66;88;97;29;89;85;.;.;.;.;39;.;.;4;.;.;80;9;18;54;93;.;86;94;90;.;8;5;45;17;.;.;.;44;31;25;65;2;11;96;.;52;.;24;23;6;30;95;37;21;74;.;78;91
.;.;8;72;50;77;97;.;1;76;6;56;.;.;7;40;.;93;71;.;.;.;.;.;38;.;.;15;.;63;.;37;17;4;.;.;66;9;25;55;87;45;.;54;.;74;69;16;.;.;49;26;29;.;.;62;32;81;31;.;61;90;67;36;.;73;2;.;23;.;.;51;64;.;.;20;60;.;.;89;5;22;.;30;41;27;.;.;84;.;.;100;86;13;28;18;92;44;59;58
74;.;.;.;.;.;.;.;.;32;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;59;.;.;.;.;.;50;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
.;.;.;.;.;.;.;.;.;.;54;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
